"Código IBGE","Estado","Município","URL","População estimada","População no último censo","Densidade demográfica","Salário médio mensal dos trabalhadores formais","Pessoal ocupado","População ocupada","Percentual da população com rendimento nominal mensal per capita de até 1/2 salário mínimo","Taxa de escolarização de 6 a 14 anos de idade","IDEB – Anos iniciais do ensino fundamental (Rede pública)","IDEB – Anos finais do ensino fundamental (Rede pública)","Matrículas no ensino fundamental","Matrículas no ensino médio","Docentes no ensino fundamental","Docentes no ensino médio","Número de estabelecimentos de ensino fundamental","Número de estabelecimentos de ensino médio","PIB per capita","Percentual das receitas oriundas de fontes externas","Índice de Desenvolvimento Humano Municipal (IDHM)","Total de receitas realizadas","Total de despesas empenhadas","Mortalidade Infantil","Internações por diarreia","Estabelecimentos de Saúde SUS","Área da unidade territorial","Esgotamento sanitário adequado","Arborização de vias públicas","Urbanização de vias públicas","Bioma","Sistema Costeiro-Marinho","Hierarquia urbana","Região de Influência","Região intermediária","Região imediata","Mesorregião","Microrregião"
"4203501","SC","Campo Erê","https://cidades.ibge.gov.br/brasil/sc/campo-ere/panorama","8.312 pessoas","9.370 pessoas","19,56 hab/km²","1,9 salários mínimos","2.034 pessoas","23,9 %","34,3 %","98,7 %","6,4","4,3","1.212 matrículas","518 matrículas","81 docentes","59 docentes","6 escolas","3 escolas","34.014,90 R$","82 %","0,690","30.272,72 R$ (×1000)","26.088,97 R$ (×1000)","6,94 óbitos por mil nascidos vivos","7,9 internações por mil habitantes","7 estabelecimentos","479,161 km²","23,5 %","41,9 %","16,6 %","Mata Atlântica","Não pertence","Centro Local (5)","Francisco Beltrão - Centro Subregional A (3A)\; São Lourenço do Oeste - Centro de Zona A (4A)","Chapecó","São Lourenço do Oeste","Oeste Catarinense","Chapecó"
"4215802","SC","São Bento do Sul","https://cidades.ibge.gov.br/brasil/sc/sao-bento-do-sul/panorama","86.317 pessoas","74.801 pessoas","149,11 hab/km²","2,3 salários mínimos","32.265 pessoas","38,2 %","24,8 %","97,8 %","6,7","5,4","10.194 matrículas","3.195 matrículas","471 docentes","220 docentes","37 escolas","11 escolas","38.266,83 R$","59,3 %","0,782","319.781,80 R$ (×1000)","249.738,47 R$ (×1000)","11,53 óbitos por mil nascidos vivos","0,3 internações por mil habitantes","39 estabelecimentos","495,772 km²","94,8 %","28,4 %","27,9 %","Mata Atlântica","Não pertence","Centro Subregional B (3B) - Município integrante do Arranjo Populacional de São Bento do Sul - Rio Negrinho/SC","Arranjo Populacional de Joinville/SC - Capital Regional B (2B)","Joinville","São Bento do Sul - Rio Negrinho","Norte Catarinense","São Bento do Sul"
"4205902","SC","Gaspar","https://cidades.ibge.gov.br/brasil/sc/gaspar/panorama","71.925 pessoas","57.981 pessoas","149,91 hab/km²","2,3 salários mínimos","29.094 pessoas","41,8 %","18,7 %","97,3 %","6,1","4,8","7.932 matrículas","2.591 matrículas","378 docentes","183 docentes","22 escolas","8 escolas","43.487,46 R$","65,9 %","0,765","213.043,05 R$ (×1000)","173.394,29 R$ (×1000)","9,05 óbitos por mil nascidos vivos","0,5 internações por mil habitantes","14 estabelecimentos","386,616 km²","87,3 %","19,7 %","39,8 %","Mata Atlântica","Não pertence","Capital Regional B (2B) - Município integrante do Arranjo Populacional de Blumenau/SC","Arranjo Populacional de Florianópolis/SC - Metrópole (1C)","Blumenau","Blumenau","Vale do Itajaí","Blumenau"
"4217600","SC","Siderópolis","https://cidades.ibge.gov.br/brasil/sc/sideropolis/panorama","14.176 pessoas","12.998 pessoas","49,67 hab/km²","2,4 salários mínimos","4.073 pessoas","29,1 %","28,4 %","99,4 %","5,5","4,6","1.442 matrículas","281 matrículas","121 docentes","33 docentes","8 escolas","2 escolas","33.528,51 R$","86,8 %","0,774","41.139,09 R$ (×1000)","36.415,01 R$ (×1000)","13,89 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","6 estabelecimentos","262,004 km²","85,3 %","2,4 %","34,6 %","Mata Atlântica","Não pertence","Capital Regional B (2B) - Município integrante do Arranjo Populacional de Criciúma/SC","Arranjo Populacional de Florianópolis/SC - Metrópole (1C)","Criciúma","Criciúma","Sul Catarinense","Criciúma"
"4205704","SC","Garopaba","https://cidades.ibge.gov.br/brasil/sc/garopaba/panorama","24.070 pessoas","18.138 pessoas","157,17 hab/km²","2,1 salários mínimos","7.471 pessoas","32,4 %","28,9 %","99,6 %","7,3","4,9","3.593 matrículas","1.066 matrículas","219 docentes","76 docentes","16 escolas","3 escolas","25.916,45 R$","62,1 %","0,753","81.029,13 R$ (×1000)","66.051,61 R$ (×1000)","9,38 óbitos por mil nascidos vivos","0 internações por mil habitantes","13 estabelecimentos","114,773 km²","46 %","39,5 %","6,1 %","Mata Atlântica","Pertence","Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Imbituba/SC","Arranjo Populacional de Florianópolis/SC - Metrópole (1C)","Florianópolis","Florianópolis","Sul Catarinense","Tubarão"
"4201406","SC","Araranguá","https://cidades.ibge.gov.br/brasil/sc/ararangua/panorama","69.493 pessoas","61.310 pessoas","202,14 hab/km²","2,1 salários mínimos","18.742 pessoas","27,5 %","26,8 %","98,4 %","5,9","4,9","8.655 matrículas","2.740 matrículas","530 docentes","227 docentes","39 escolas","9 escolas","27.132,74 R$","64,9 %","0,760","145.710,42 R$ (×1000)","134.742,49 R$ (×1000)","7,97 óbitos por mil nascidos vivos","0,6 internações por mil habitantes","29 estabelecimentos","301,819 km²","77,5 %","36,2 %","29,7 %","Mata Atlântica","Pertence","Centro Subregional A (3A) - Município integrante do Arranjo Populacional de Araranguá/SC","Arranjo Populacional de Criciúma/SC - Capital Regional B (2B)","Criciúma","Araranguá","Sul Catarinense","Araranguá"
"4206207","SC","Gravatal","https://cidades.ibge.gov.br/brasil/sc/gravatal/panorama","11.652 pessoas","10.635 pessoas","64,55 hab/km²","1,9 salários mínimos","3.455 pessoas","30,0 %","22,6 %","98 %","5,9","4,9","1.178 matrículas","303 matrículas","103 docentes","44 docentes","8 escolas","2 escolas","21.076,68 R$","75,3 %","0,757","31.987,42 R$ (×1000)","30.302,19 R$ (×1000)","14,29 óbitos por mil nascidos vivos","0,8 internações por mil habitantes","12 estabelecimentos","165,718 km²","77,9 %","49,7 %","14,9 %","Mata Atlântica","Não pertence","Capital Regional C (2C) - Município integrante do Arranjo Populacional de Tubarão - Laguna/SC","Arranjo Populacional de Criciúma/SC - Capital Regional B (2B)","Criciúma","Tubarão","Sul Catarinense","Tubarão"
"4202008","SC","Balneário Camboriú","https://cidades.ibge.gov.br/brasil/sc/balneario-camboriu/panorama","149.227 pessoas","108.089 pessoas","2.337,67 hab/km²","2,5 salários mínimos","64.595 pessoas","45,4 %","23,4 %","98,3 %","6,1","5,1","14.544 matrículas","4.302 matrículas","692 docentes","282 docentes","33 escolas","12 escolas","40.002,30 R$","26,9 %","0,845","784.576,90 R$ (×1000)","717.713,61 R$ (×1000)","11,91 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","43 estabelecimentos","45,214 km²","98,7 %","78,1 %","89,6 %","Mata Atlântica","Pertence","Capital Regional B (2B) - Município integrante do Arranjo Populacional de Itajaí - Balneário Camboriú/SC","Arranjo Populacional de Florianópolis/SC - Metrópole (1C)","Blumenau","Itajaí","Vale do Itajaí","Itajaí"
"4216404","SC","São João do Sul","https://cidades.ibge.gov.br/brasil/sc/sao-joao-do-sul/panorama","7.332 pessoas","7.002 pessoas","38,19 hab/km²","1,9 salários mínimos","1.276 pessoas","17,5 %","35,3 %","98,3 %","6,0","4,4","953 matrículas","247 matrículas","74 docentes","24 docentes","4 escolas","1 escolas","26.468,77 R$","93,3 %","0,695","24.742,83 R$ (×1000)","21.870,68 R$ (×1000)","21,98 óbitos por mil nascidos vivos","1,5 internações por mil habitantes","6 estabelecimentos","184,375 km²","57,6 %","25,7 %","33,6 %","Mata Atlântica","Pertence","Centro Local (5)","Arranjo Populacional de Sombrio/SC - Centro Subregional B (3B)","Criciúma","Araranguá","Sul Catarinense","Araranguá"
"4203006","SC","Caçador","https://cidades.ibge.gov.br/brasil/sc/cacador/panorama","80.017 pessoas","70.762 pessoas","71,89 hab/km²","2,4 salários mínimos","26.764 pessoas","34,1 %","29,2 %","96 %","6,0","4,1","9.641 matrículas","2.745 matrículas","534 docentes","211 docentes","33 escolas","10 escolas","42.367,59 R$","69,8 %","0,735","209.759,62 R$ (×1000)","173.042,41 R$ (×1000)","7,75 óbitos por mil nascidos vivos","0,6 internações por mil habitantes","19 estabelecimentos","983,424 km²","70,9 %","57,3 %","27,9 %","Mata Atlântica","Não pertence","Capital Regional C (2C)","Arranjo Populacional de Florianópolis/SC - Metrópole (1C)","Caçador","Caçador","Oeste Catarinense","Joaçaba"
"4212700","SC","Petrolândia","https://cidades.ibge.gov.br/brasil/sc/petrolandia/panorama","5.873 pessoas","6.131 pessoas","20,04 hab/km²","2,1 salários mínimos","1.096 pessoas","18,5 %","25,3 %","99,3 %","6,1","5,1","753 matrículas","191 matrículas","53 docentes","29 docentes","4 escolas","2 escolas","29.089,34 R$","92,6 %","0,716","19.738,85 R$ (×1000)","17.133,30 R$ (×1000)","- óbitos por mil nascidos vivos","1,7 internações por mil habitantes","3 estabelecimentos","306,760 km²","45,7 %","68,8 %","29,8 %","Mata Atlântica","Não pertence","Centro Local (5)","Ituporanga - Centro de Zona A (4A)","Blumenau","Ituporanga","Vale do Itajaí","Ituporanga"
"4205407","SC","Florianópolis","https://cidades.ibge.gov.br/brasil/sc/florianopolis/panorama","516.524 pessoas","421.240 pessoas","623,68 hab/km²","4,5 salários mínimos","329.451 pessoas","65,8 %","24,6 %","98,4 %","5,7","4,5","53.915 matrículas","17.514 matrículas","2.857 docentes","1.294 docentes","128 escolas","58 escolas","42.719,16 R$","37,5 %","0,847","1.756.259,97 R$ (×1000)","1.706.736,75 R$ (×1000)","5,38 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","134 estabelecimentos","674,844 km²","87,8 %","32 %","54,4 %","Mata Atlântica","Pertence","Metrópole (1C) - Município integrante do Arranjo Populacional de Florianópolis/SC","Arranjo Populacional de Florianópolis/SC - Metrópole (1C)","Florianópolis","Florianópolis","Grande Florianópolis","Florianópolis"
"4215356","SC","Saltinho","https://cidades.ibge.gov.br/brasil/sc/saltinho/panorama","3.727 pessoas","3.961 pessoas","25,30 hab/km²","2,0 salários mínimos","521 pessoas","13,8 %","40,3 %","98,6 %","7,3","-","475 matrículas","129 matrículas","38 docentes","16 docentes","4 escolas","1 escolas","18.466,88 R$","80,6 %","0,654","16.825,64 R$ (×1000)","13.817,06 R$ (×1000)","46,51 óbitos por mil nascidos vivos","4,1 internações por mil habitantes","1 estabelecimentos","156,568 km²","30,4 %","26,1 %","26,6 %","Mata Atlântica","Não pertence","Centro Local (5)","Maravilha - Centro de Zona A (4A)","Chapecó","Maravilha","Oeste Catarinense","Chapecó"
"4203956","SC","Capivari de Baixo","https://cidades.ibge.gov.br/brasil/sc/capivari-de-baixo/panorama","25.477 pessoas","21.674 pessoas","406,36 hab/km²","2,6 salários mínimos","4.817 pessoas","19,4 %","27,5 %","97,6 %","5,6","4,6","2.732 matrículas","645 matrículas","170 docentes","54 docentes","8 escolas","1 escolas","31.917,87 R$","82 %","0,767","75.631,90 R$ (×1000)","60.422,94 R$ (×1000)","17,29 óbitos por mil nascidos vivos","0,7 internações por mil habitantes","18 estabelecimentos","53,222 km²","94,2 %","37 %","25,5 %","Mata Atlântica","Não pertence","Capital Regional C (2C) - Município integrante do Arranjo Populacional de Tubarão - Laguna/SC","Arranjo Populacional de Criciúma/SC - Capital Regional B (2B)","Criciúma","Tubarão","Sul Catarinense","Tubarão"
"3515905","SP","Floreal","https://cidades.ibge.gov.br/brasil/sp/floreal/panorama","2.884 pessoas","3.003 pessoas","14,70 hab/km²","2,0 salários mínimos","522 pessoas","17,9 %","26,9 %","96,2 %","8,2","5,9","244 matrículas","70 matrículas","32 docentes","12 docentes","2 escolas","1 escolas","21.806,07 R$","71,3 %","0,747","21.076,84 R$ (×1000)","17.439,96 R$ (×1000)","- óbitos por mil nascidos vivos","1,3 internações por mil habitantes","1 estabelecimentos","204,236 km²","90,4 %","99,9 %","2,6 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Votuporanga/SP - Centro Subregional B (3B)","São José do Rio Preto","Votuporanga","São José do Rio Preto","Auriflama"
"3521903","SP","Itajobi","https://cidades.ibge.gov.br/brasil/sp/itajobi/panorama","15.331 pessoas","14.556 pessoas","28,99 hab/km²","2,0 salários mínimos","4.212 pessoas","27,6 %","26,8 %","94,9 %","7,3","6,3","1.752 matrículas","417 matrículas","113 docentes","39 docentes","5 escolas","2 escolas","105.038,02 R$","71,4 %","0,730","77.701,93 R$ (×1000)","63.681,73 R$ (×1000)","13,1 óbitos por mil nascidos vivos","1,3 internações por mil habitantes","8 estabelecimentos","502,066 km²","88,7 %","97,3 %","14,5 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Catanduva/SP - Capital Regional C (2C)","São José do Rio Preto","Catanduva","São José do Rio Preto","Novo Horizonte"
"4206702","SC","Herval d'Oeste","https://cidades.ibge.gov.br/brasil/sc/herval-d'oeste/panorama","213.317.639 pessoas","190.755.799 pessoas","1,76 hab/km²"," salários mínimos"," pessoas"," %"," %","42,9 % %","82,7 %","94,0 %","96,3 % matrículas","37,9 % matrículas"," docentes"," docentes"," escolas"," escolas","1,94 R$","8,99 %","1,2","6,3 R$ (×1000)","21,1 R$ (×1000)"," óbitos por mil nascidos vivos"," internações por mil habitantes"," estabelecimentos"," km²"," %"," %"," %","","","","","","","-6,2","-8,3"
"2807402","SE","Tobias Barreto","https://cidades.ibge.gov.br/brasil/se/tobias-barreto/panorama","52.861 pessoas","48.040 pessoas","47,04 hab/km²","1,8 salários mínimos","5.325 pessoas","10,2 %","47,4 %","94,3 %","4,8","3,7","7.425 matrículas","1.915 matrículas","387 docentes","102 docentes","40 escolas","4 escolas","10.753,11 R$","90,2 %","0,557","86.102,62 R$ (×1000)","85.724,17 R$ (×1000)","20,8 óbitos por mil nascidos vivos","0,5 internações por mil habitantes","17 estabelecimentos","1.024,645 km²","65,3 %","32,1 %","9,1 %","Caatinga","Não pertence","Centro de Zona A (4A)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Itabaiana","Lagarto","Agreste Sergipano","Tobias Barreto"
"3526803","SP","Lençóis Paulista","https://cidades.ibge.gov.br/brasil/sp/lencois-paulista/panorama","69.533 pessoas","61.428 pessoas","75,88 hab/km²","2,7 salários mínimos","22.319 pessoas","32,6 %","31,8 %","99 %","6,7","5,4","7.966 matrículas","2.420 matrículas","446 docentes","223 docentes","26 escolas","11 escolas","38.890,38 R$","61,1 %","0,764","277.427,36 R$ (×1000)","209.268,74 R$ (×1000)","9,83 óbitos por mil nascidos vivos","0,4 internações por mil habitantes","15 estabelecimentos","809,541 km²","98,3 %","94,5 %","30,6 %","Cerrado;Mata Atlântica","Não pertence","Centro Subregional B (3B)","Arranjo Populacional de Bauru/SP - Capital Regional B (2B)","Bauru","Bauru","Bauru","Bauru"
"4201950","SC","Balneário Arroio do Silva","https://cidades.ibge.gov.br/brasil/sc/balneario-arroio-do-silva/panorama","13.782 pessoas","9.586 pessoas","100,63 hab/km²","1,8 salários mínimos","1.501 pessoas","11,5 %","29,7 %","98,1 %","5,5","4,2","1.661 matrículas","318 matrículas","83 docentes","24 docentes","4 escolas","1 escolas","13.503,00 R$","67,6 %","0,746","32.652,15 R$ (×1000)","31.450,47 R$ (×1000)","6,02 óbitos por mil nascidos vivos","1,3 internações por mil habitantes","4 estabelecimentos","94,477 km²","97,5 %","28,8 %","9,6 %","Mata Atlântica","Pertence","Centro Subregional A (3A) - Município integrante do Arranjo Populacional de Araranguá/SC","Arranjo Populacional de Criciúma/SC - Capital Regional B (2B)","Criciúma","Araranguá","Sul Catarinense","Araranguá"
"4213500","SC","Porto Belo","https://cidades.ibge.gov.br/brasil/sc/porto-belo/panorama","22.466 pessoas","16.083 pessoas","171,77 hab/km²","2,1 salários mínimos","7.354 pessoas","34,4 %","27,3 %","97,4 %","6,0","4,8","3.212 matrículas","629 matrículas","213 docentes","45 docentes","11 escolas","2 escolas","56.537,87 R$","59,4 %","0,760","88.175,33 R$ (×1000)","87.629,07 R$ (×1000)","8,9 óbitos por mil nascidos vivos","0,2 internações por mil habitantes","9 estabelecimentos","93,673 km²","76,6 %","20,3 %","43,3 %","Mata Atlântica","Pertence","Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Itapema/SC","Arranjo Populacional de Itajaí - Balneário Camboriú/SC - Capital Regional B (2B)","Blumenau","Itajaí","Vale do Itajaí","Itajaí"
"3533502","SP","Novo Horizonte","https://cidades.ibge.gov.br/brasil/sp/novo-horizonte/panorama","41.765 pessoas","36.593 pessoas","39,28 hab/km²","2,3 salários mínimos","11.315 pessoas","27,6 %","28 %","97,7 %","7,5","6,4","4.542 matrículas","1.463 matrículas","247 docentes","138 docentes","13 escolas","8 escolas","26.915,60 R$","79,2 %","0,753","120.993,78 R$ (×1000)","108.581,43 R$ (×1000)","8,16 óbitos por mil nascidos vivos","2,3 internações por mil habitantes","9 estabelecimentos","931,743 km²","94,7 %","98,9 %","9,1 %","Mata Atlântica","Não pertence","Centro de Zona A (4A)","Arranjo Populacional de São José do Rio Preto/SP - Capital Regional B (2B)","São José do Rio Preto","São José do Rio Preto","São José do Rio Preto","Novo Horizonte"
"3536257","SP","Parisi","https://cidades.ibge.gov.br/brasil/sp/parisi/panorama","2.177 pessoas","2.032 pessoas","24,04 hab/km²","2,7 salários mínimos","338 pessoas","15,6 %","25,1 %","99,6 %","6,1","4,9","321 matrículas","52 matrículas","28 docentes","18 docentes","2 escolas","1 escolas","31.045,80 R$","78,5 %","0,721","17.671,00 R$ (×1000)","14.662,03 R$ (×1000)","31,25 óbitos por mil nascidos vivos","0,9 internações por mil habitantes","1 estabelecimentos","84,737 km²","81,1 %","98,8 %","28,9 %","Cerrado;Mata Atlântica","Não pertence","Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Votuporanga/SP","Arranjo Populacional de São José do Rio Preto/SP - Capital Regional B (2B)","São José do Rio Preto","Votuporanga","São José do Rio Preto","Votuporanga"
"2805703","SE","Propriá","https://cidades.ibge.gov.br/brasil/se/propria/panorama","29.756 pessoas","28.451 pessoas","319,24 hab/km²","1,8 salários mínimos","4.458 pessoas","15,0 %","45,6 %","99,6 %","4,2","3,5","4.447 matrículas","1.163 matrículas","251 docentes","81 docentes","24 escolas","6 escolas","17.368,48 R$","84 %","0,661","57.196,96 R$ (×1000)","51.268,32 R$ (×1000)","12,71 óbitos por mil nascidos vivos","0 internações por mil habitantes","14 estabelecimentos","96,320 km²","72,9 %","41,6 %","12,9 %","Mata Atlântica","Não pertence","Centro Subregional B (3B) - Município integrante do Arranjo Populacional de Propriá/SE","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Aracaju","Propriá","Leste Sergipano","Propriá"
"3513108","SP","Cravinhos","https://cidades.ibge.gov.br/brasil/sp/cravinhos/panorama","35.858 pessoas","31.691 pessoas","101,77 hab/km²","3,2 salários mínimos","10.056 pessoas","28,5 %","29,1 %","98,1 %","5,8","4,9","4.113 matrículas","933 matrículas","243 docentes","110 docentes","13 escolas","6 escolas","34.165,63 R$","64,6 %","0,756","131.080,59 R$ (×1000)","111.134,67 R$ (×1000)","10 óbitos por mil nascidos vivos","0,2 internações por mil habitantes","4 estabelecimentos","311,423 km²","97,9 %","98,6 %","41,4 %","Cerrado;Mata Atlântica","Não pertence","Capital Regional A (2A) - Município integrante do Arranjo Populacional de Ribeirão Preto/SP","Arranjo Populacional de São Paulo/SP - Grande Metrópole Nacional (1A)","Ribeirão Preto","Ribeirão Preto","Ribeirão Preto","Ribeirão Preto"
"3544707","SP","Sagres","https://cidades.ibge.gov.br/brasil/sp/sagres/panorama","2.427 pessoas","2.395 pessoas","16,20 hab/km²","1,7 salários mínimos","341 pessoas","14,0 %","32,2 %","99,2 %","-","-","257 matrículas","66 matrículas","26 docentes","24 docentes","2 escolas","1 escolas","15.451,37 R$","96,3 %","0,730","14.008,85 R$ (×1000)","11.507,62 R$ (×1000)","- óbitos por mil nascidos vivos","6,5 internações por mil habitantes","1 estabelecimentos","147,935 km²","98,3 %","91,6 %","7,8 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Adamantina - Lucélia/SP - Centro Subregional B (3B)\; Osvaldo Cruz - Centro de Zona A (4A)","Presidente Prudente","Adamantina - Lucélia","Presidente Prudente","Adamantina"
