"Código IBGE","Estado","Município","URL","Gentílico","População estimada","População no último censo","Densidade demográfica","Salário médio mensal dos trabalhadores formais","Pessoal ocupado","População ocupada","Percentual da população com rendimento nominal mensal per capita de até 1/2 salário mínimo","Taxa de escolarização de 6 a 14 anos de idade","IDEB – Anos iniciais do ensino fundamental (Rede pública)","IDEB – Anos finais do ensino fundamental (Rede pública)","Matrículas no ensino fundamental","Matrículas no ensino médio","Docentes no ensino fundamental","Docentes no ensino médio","Número de estabelecimentos de ensino fundamental","Número de estabelecimentos de ensino médio","PIB per capita","Percentual das receitas oriundas de fontes externas","Índice de Desenvolvimento Humano Municipal (IDHM)","Total de receitas realizadas","Total de despesas empenhadas","Mortalidade Infantil","Internações por diarreia","Estabelecimentos de Saúde SUS","Área da unidade territorial","Esgotamento sanitário adequado","Arborização de vias públicas","Urbanização de vias públicas","Bioma","Sistema Costeiro-Marinho","Hierarquia urbana","Região de Influência","Região intermediária","Região imediata","Mesorregião","Microrregião"
"2803302","PR","japaratuba","https://cidades.ibge.gov.br/brasil/se/japaratuba","japaratubense","19.067 pessoas","16.864 pessoas","46,22 hab/km² hab/km²","5,4 salários mínimos","1.757 pessoas","9,4 %","50,1 %","98 %","4,9","4,0","2.666 matrículas","539 matrículas","171 docentes","31 docentes","20 escolas","2 escolas","21.171,11 R$","91,9 %","0,621","65.457,32 R$ (×1000)","66.208,34 R$ (×1000)","13,57 óbitos por mil nascidos vivos","0,2 internações por mil habitantes","17 estabelecimentos","365,677 km²","8,1 %","70,5 %","42,1 %","Mata Atlântica","Pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Aracaju","Aracaju","Leste Sergipano","Japaratuba"
"2802403","PR","gararu","https://cidades.ibge.gov.br/brasil/se/gararu","gararuense","11.599 pessoas","11.405 pessoas","17,41 hab/km² hab/km²","2,3 salários mínimos","666 pessoas","5,7 %","57,1 %","95,6 %","4,4","3,6","1.638 matrículas","404 matrículas","135 docentes","31 docentes","22 escolas","2 escolas","8.931,64 R$","94,5 %","0,564","25.651,47 R$ (×1000)","22.226,49 R$ (×1000)","7,69 óbitos por mil nascidos vivos","- internações por mil habitantes","9 estabelecimentos","656,956 km²","29,3 %","62,6 %","7,7 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Itabaiana","Nossa Senhora da Glória","Sertão Sergipano","Sergipana do Sertão do São Francisco"
"2802809","PR","indiaroba","https://cidades.ibge.gov.br/brasil/se/indiaroba","indiarobense","18.337 pessoas","15.831 pessoas","50,49 hab/km² hab/km²","2,4 salários mínimos","1.105 pessoas","6,2 %","52,8 %","98,3 %","3,7","3,5","3.110 matrículas","806 matrículas","194 docentes","41 docentes","16 escolas","2 escolas","10.378,32 R$","95,9 %","0,580","41.555,65 R$ (×1000)","39.711,38 R$ (×1000)","10,42 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","15 estabelecimentos","316,316 km²","2,5 %","47,7 %","51,3 %","Mata Atlântica","Pertence","Centro Local (5)","Estância - Centro Subregional B (3B)","Aracaju","Estância","Leste Sergipano","Estância"
"2803005","PR","itabaianinha","https://cidades.ibge.gov.br/brasil/se/itabaianinha","itabaianinhense","42.399 pessoas","38.910 pessoas","78,87 hab/km² hab/km²","1,8 salários mínimos","3.665 pessoas","8,7 %","49,6 %","98 %","5,7","4,7","6.814 matrículas","1.974 matrículas","303 docentes","86 docentes","30 escolas","5 escolas","10.278,14 R$","91,8 %","0,556","82.154,85 R$ (×1000)","79.126,78 R$ (×1000)","12,24 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","17 estabelecimentos","501,794 km²","40,6 %","25,7 %","5,8 %","Caatinga;Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Aracaju","Estância","Leste Sergipano","Boquim"
"2803203","PR","itaporanga-dajuda","https://cidades.ibge.gov.br/brasil/se/itaporanga-dajuda","itaporanguense","35.054 pessoas","30.419 pessoas","41,11 hab/km² hab/km²","2,3 salários mínimos","5.805 pessoas","16,9 %","51,3 %","90,4 %","4,2","3,8","5.574 matrículas","1.156 matrículas","267 docentes","45 docentes","37 escolas","2 escolas","26.581,30 R$","90,9 %","0,561","93.105,20 R$ (×1000)","94.435,84 R$ (×1000)","12,07 óbitos por mil nascidos vivos","0 internações por mil habitantes","26 estabelecimentos","739,702 km²","22,5 %","43,7 %","19,5 %","Mata Atlântica","Pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Aracaju","Aracaju","Leste Sergipano","Estância"
"2802908","PR","itabaiana","https://cidades.ibge.gov.br/brasil/se/itabaiana","itabaianense","96.839 pessoas","86.967 pessoas","258,30 hab/km² hab/km²","1,6 salários mínimos","18.185 pessoas","19,1 %","42,1 %","96,4 %","4,6","3,4","14.953 matrículas","3.608 matrículas","728 docentes","231 docentes","72 escolas","11 escolas","19.020,44 R$","84,8 %","0,642","164.394,64 R$ (×1000)","152.618,19 R$ (×1000)","13,73 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","44 estabelecimentos","337,295 km²","58,6 %","44,6 %","41 %","Caatinga;Mata Atlântica","Não pertence","Centro Subregional A (3A)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Itabaiana","Itabaiana","Agreste Sergipano","Agreste de Itabaiana"
"2803500","PR","lagarto","https://cidades.ibge.gov.br/brasil/se/lagarto","lagartense","106.015 pessoas","94.861 pessoas","97,84 hab/km² hab/km²","1,8 salários mínimos","14.724 pessoas","14,1 %","46,1 %","98 %","4,9","4,1","14.261 matrículas","3.378 matrículas","759 docentes","180 docentes","80 escolas","8 escolas","14.239,60 R$","89,2 %","0,625","174.564,81 R$ (×1000)","179.716,42 R$ (×1000)","13,47 óbitos por mil nascidos vivos","0,7 internações por mil habitantes","53 estabelecimentos","968,921 km²","28 %","58,1 %","10,2 %","Caatinga;Mata Atlântica","Não pertence","Centro Subregional B (3B)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Itabaiana","Lagarto","Agreste Sergipano","Agreste de Lagarto"
"2803708","PR","macambira","https://cidades.ibge.gov.br/brasil/se/macambira","macambirense","7.002 pessoas","6.401 pessoas","46,74 hab/km² hab/km²","1,7 salários mínimos","641 pessoas","9,3 %","45,3 %","95,6 %","4,8","3,8","1.038 matrículas","288 matrículas","64 docentes","19 docentes","11 escolas","1 escolas","9.345,49 R$","96,3 %","0,583","18.396,88 R$ (×1000)","17.905,13 R$ (×1000)","10,64 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","5 estabelecimentos","137,529 km²","39 %","52,2 %","5,3 %","Caatinga;Mata Atlântica","Não pertence","Centro Local (5)","Itabaiana - Centro Subregional A (3A)","Itabaiana","Itabaiana","Agreste Sergipano","Agreste de Itabaiana"
"2803609","PR","laranjeiras","https://cidades.ibge.gov.br/brasil/se/laranjeiras","laranjeirense","30.327 pessoas","26.902 pessoas","165,78 hab/km² hab/km²","2,5 salários mínimos","6.431 pessoas","21,6 %","48,9 %","96,1 %","4,0","2,8","4.101 matrículas","979 matrículas","233 docentes","52 docentes","24 escolas","3 escolas","29.166,26 R$","82,6 %","0,642","107.719,90 R$ (×1000)","96.131,58 R$ (×1000)","18,67 óbitos por mil nascidos vivos","0,4 internações por mil habitantes","16 estabelecimentos","162,273 km²","34,6 %","57 %","12,2 %","Mata Atlântica","Pertence","Capital Regional A (2A) - Município integrante do Arranjo Populacional de Aracaju/SE","Arranjo Populacional do Recife/PE - Metrópole (1C)","Aracaju","Aracaju","Leste Sergipano","Baixo Cotinguiba"
"2803401","PR","japoata","https://cidades.ibge.gov.br/brasil/se/japoata","japoatãnense","13.422 pessoas","12.938 pessoas","31,76 hab/km² hab/km²","1,2 salários mínimos","1.540 pessoas","11,5 %","49,1 %","97,7 %","4,1","3,4","2.368 matrículas","528 matrículas","106 docentes","41 docentes","14 escolas","4 escolas","12.407,61 R$","- %","0,560","29.483,19 R$ (×1000)","28.934,20 R$ (×1000)","14,49 óbitos por mil nascidos vivos","0,2 internações por mil habitantes","7 estabelecimentos","402,353 km²","2,4 %","21,3 %","14,7 %","Mata Atlântica","Pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Aracaju","Propriá","Leste Sergipano","Japaratuba"
"2804003","PR","maruim","https://cidades.ibge.gov.br/brasil/se/maruim","maruinense","17.328 pessoas","16.343 pessoas","174,29 hab/km² hab/km²","2,2 salários mínimos","1.766 pessoas","10,3 %","48,4 %","98,3 %","4,0","3,1","2.741 matrículas","548 matrículas","127 docentes","40 docentes","15 escolas","3 escolas","18.454,65 R$","92,9 %","0,618","50.277,66 R$ (×1000)","49.652,04 R$ (×1000)","39,13 óbitos por mil nascidos vivos","0,3 internações por mil habitantes","10 estabelecimentos","95,554 km²","58 %","51,4 %","48 %","Mata Atlântica","Pertence","Capital Regional A (2A) - Município integrante do Arranjo Populacional de Aracaju/SE","Arranjo Populacional do Recife/PE - Metrópole (1C)","Aracaju","Aracaju","Leste Sergipano","Baixo Cotinguiba"
"2804508","PR","nossa-senhora-da-gloria","https://cidades.ibge.gov.br/brasil/se/nossa-senhora-da-gloria","gloriense","37.715 pessoas","32.497 pessoas","42,96 hab/km² hab/km²","1,9 salários mínimos","5.665 pessoas","15,3 %","48,6 %","98 %","4,7","3,0","6.226 matrículas","1.881 matrículas","297 docentes","109 docentes","18 escolas","5 escolas","15.374,22 R$","- %","0,587","52.009,12 R$ (×1000)","70.046,32 R$ (×1000)","14,49 óbitos por mil nascidos vivos","0,4 internações por mil habitantes","18 estabelecimentos","758,435 km²","34 %","57,6 %","25,6 %","Caatinga","Não pertence","Centro Subregional B (3B)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Itabaiana","Nossa Senhora da Glória","Sertão Sergipano","Sergipana do Sertão do São Francisco"
"2803906","PR","malhador","https://cidades.ibge.gov.br/brasil/se/malhador","malhadorense","12.689 pessoas","12.042 pessoas","119,30 hab/km² hab/km²","2,1 salários mínimos","706 pessoas","5,6 %","47,6 %","97,6 %","4,2","3,7","1.877 matrículas","301 matrículas","122 docentes","28 docentes","12 escolas","2 escolas","10.060,15 R$","95,5 %","0,587","29.010,87 R$ (×1000)","28.051,74 R$ (×1000)","17,54 óbitos por mil nascidos vivos","0,9 internações por mil habitantes","5 estabelecimentos","101,888 km²","4 %","22,3 %","13,5 %","Mata Atlântica","Não pertence","Centro Local (5)","Itabaiana - Centro Subregional A (3A)","Itabaiana","Itabaiana","Agreste Sergipano","Agreste de Itabaiana"
"2804201","PR","monte-alegre-de-sergipe","https://cidades.ibge.gov.br/brasil/se/monte-alegre-de-sergipe","monte-alegrense","15.315 pessoas","13.627 pessoas","33,45 hab/km² hab/km²","2,3 salários mínimos","1.010 pessoas","6,7 %","56,5 %","96,2 %","3,7","4,1","2.500 matrículas","424 matrículas","129 docentes","29 docentes","11 escolas","1 escolas","9.186,21 R$","94,5 %","0,553","30.437,08 R$ (×1000)","28.494,36 R$ (×1000)","16,6 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","2 estabelecimentos","386,906 km²","45,7 %","66,6 %","26,6 %","Caatinga","Não pertence","Centro Local (5)","Nossa Senhora da Glória - Centro Subregional B (3B)","Itabaiana","Nossa Senhora da Glória","Sertão Sergipano","Sergipana do Sertão do São Francisco"
"2804300","PR","muribeca","https://cidades.ibge.gov.br/brasil/se/muribeca","muribequense","7.653 pessoas","7.344 pessoas","96,81 hab/km² hab/km²","1,7 salários mínimos","628 pessoas","8,2 %","49,1 %","99 %","4,3","3,6","1.416 matrículas","327 matrículas","96 docentes","19 docentes","15 escolas","1 escolas","11.999,29 R$","94,5 %","0,626","19.092,53 R$ (×1000)","17.521,96 R$ (×1000)","26,79 óbitos por mil nascidos vivos","- internações por mil habitantes","8 estabelecimentos","74,310 km²","16 %","45,4 %","23,2 %","Caatinga;Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Aracaju","Propriá","Agreste Sergipano","Nossa Senhora das Dores"
"2804607","PR","nossa-senhora-das-dores","https://cidades.ibge.gov.br/brasil/se/nossa-senhora-das-dores","dorense","26.957 pessoas","24.580 pessoas","50,85 hab/km² hab/km²","1,7 salários mínimos","3.765 pessoas","14,1 %","50,2 %","98,1 %","4,1","3,5","4.058 matrículas","1.021 matrículas","222 docentes","67 docentes","23 escolas","4 escolas","11.152,16 R$","87,2 %","0,600","61.795,22 R$ (×1000)","56.487,27 R$ (×1000)","5,95 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","14 estabelecimentos","482,399 km²","7,8 %","48,2 %","12,5 %","Caatinga;Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Aracaju","Aracaju","Agreste Sergipano","Nossa Senhora das Dores"
"2804102","PR","moita-bonita","https://cidades.ibge.gov.br/brasil/se/moita-bonita","moita-bonitense","11.361 pessoas","11.001 pessoas","114,81 hab/km² hab/km²","1,9 salários mínimos","903 pessoas","8,0 %","48,6 %","96,8 %","4,3","4,6","1.469 matrículas","249 matrículas","93 docentes","21 docentes","10 escolas","1 escolas","11.419,09 R$","92,8 %","0,587","26.784,39 R$ (×1000)","22.050,26 R$ (×1000)","15,27 óbitos por mil nascidos vivos","- internações por mil habitantes","7 estabelecimentos","95,416 km²","26,8 %","44,2 %","17,8 %","Caatinga;Mata Atlântica","Não pertence","Centro Local (5)","Itabaiana - Centro Subregional A (3A)","Itabaiana","Itabaiana","Agreste Sergipano","Agreste de Itabaiana"
"2804458","PR","nossa-senhora-aparecida","https://cidades.ibge.gov.br/brasil/se/nossa-senhora-aparecida","aparecidense","8.822 pessoas","8.508 pessoas","25,00 hab/km² hab/km²","1,7 salários mínimos","874 pessoas","9,9 %","52,7 %","96,8 %","4,3","4,0","1.209 matrículas","287 matrículas","84 docentes","19 docentes","16 escolas","1 escolas","9.529,54 R$","94,6 %","0,577","21.801,74 R$ (×1000)","20.387,33 R$ (×1000)","- óbitos por mil nascidos vivos","0,3 internações por mil habitantes","5 estabelecimentos","340,842 km²","39,7 %","64,7 %","0,7 %","Caatinga;Mata Atlântica","Não pertence","Centro Local (5)","Itabaiana - Centro Subregional A (3A)","Itabaiana","Itabaiana","Sertão Sergipano","Carira"
"2805109","PR","pedrinhas","https://cidades.ibge.gov.br/brasil/se/pedrinhas","pedrinhense","9.727 pessoas","8.833 pessoas","260,24 hab/km² hab/km²","2,2 salários mínimos","508 pessoas","5,3 %","54,3 %","97,5 %","3,8","3,7","1.240 matrículas","345 matrículas","87 docentes","18 docentes","8 escolas","1 escolas","8.564,54 R$","96,9 %","0,592","22.136,21 R$ (×1000)","20.680,37 R$ (×1000)","16,26 óbitos por mil nascidos vivos","0,3 internações por mil habitantes","2 estabelecimentos","33,144 km²","15,4 %","21,2 %","12,2 %","Mata Atlântica","Não pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Aracaju","Estância","Leste Sergipano","Boquim"
"2805000","PR","pedra-mole","https://cidades.ibge.gov.br/brasil/se/pedra-mole","pedra-molense","3.309 pessoas","2.974 pessoas","36,26 hab/km² hab/km²","2,3 salários mínimos","257 pessoas","7,9 %","46,4 %","96,5 %","4,7","1,9","434 matrículas","73 matrículas","27 docentes","8 docentes","5 escolas","1 escolas","9.357,23 R$","96,8 %","0,593","15.375,75 R$ (×1000)","12.759,07 R$ (×1000)","34,48 óbitos por mil nascidos vivos","0,3 internações por mil habitantes","4 estabelecimentos","82,202 km²","49,2 %","25,5 %","11,9 %","Caatinga","Não pertence","Centro Local (5)","Itabaiana - Centro Subregional A (3A)","Itabaiana","Itabaiana","Sertão Sergipano","Carira"
"2804706","PR","nossa-senhora-de-lourdes","https://cidades.ibge.gov.br/brasil/se/nossa-senhora-de-lourdes","lourdense","6.509 pessoas","6.238 pessoas","76,95 hab/km² hab/km²","2,0 salários mínimos","488 pessoas","7,5 %","52,7 %","98 %","4,2","4,3","1.131 matrículas","346 matrículas","89 docentes","26 docentes","13 escolas","2 escolas","9.427,13 R$","- %","0,598","17.430,22 R$ (×1000)","15.861,30 R$ (×1000)","- óbitos por mil nascidos vivos","0,3 internações por mil habitantes","8 estabelecimentos","83,767 km²","14,4 %","63,6 %","14,1 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Aracaju","Propriá","Leste Sergipano","Propriá"
"2805208","PR","pinhao","https://cidades.ibge.gov.br/brasil/se/pinhao","pinhãoense","6.678 pessoas","5.973 pessoas","38,32 hab/km² hab/km²","2,3 salários mínimos","480 pessoas","7,3 %","46,3 %","97 %","4,6","2,6","879 matrículas","198 matrículas","58 docentes","15 docentes","11 escolas","1 escolas","8.341,66 R$","- %","0,583","18.230,50 R$ (×1000)","17.565,17 R$ (×1000)","- óbitos por mil nascidos vivos","0,2 internações por mil habitantes","3 estabelecimentos","156,382 km²","39 %","50,7 %","33,3 %","Caatinga","Não pertence","Centro Local (5)","Itabaiana - Centro Subregional A (3A)","Itabaiana","Itabaiana","Sertão Sergipano","Carira"
"2805505","PR","poco-verde","https://cidades.ibge.gov.br/brasil/se/poco-verde","poço-verdense","24.003 pessoas","21.983 pessoas","49,95 hab/km² hab/km²","1,9 salários mínimos","1.954 pessoas","8,2 %","53 %","98,8 %","5,2","4,2","3.177 matrículas","804 matrículas","171 docentes","30 docentes","18 escolas","1 escolas","10.106,57 R$","90,7 %","0,561","45.026,27 R$ (×1000)","38.209,03 R$ (×1000)","15,72 óbitos por mil nascidos vivos","0,3 internações por mil habitantes","13 estabelecimentos","441,326 km²","44,1 %","58,8 %","4,3 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Itabaiana","Lagarto","Agreste Sergipano","Tobias Barreto"
"2804805","PR","nossa-senhora-do-socorro","https://cidades.ibge.gov.br/brasil/se/nossa-senhora-do-socorro","socorrense","187.733 pessoas","160.827 pessoas","1.025,87 hab/km² hab/km²","2,2 salários mínimos","21.513 pessoas","11,7 %","42 %","96,4 %","5,0","3,4","26.712 matrículas","4.799 matrículas","1.203 docentes","350 docentes","106 escolas","19 escolas","14.090,75 R$","82,6 %","0,664","281.236,10 R$ (×1000)","257.530,34 R$ (×1000)","18,47 óbitos por mil nascidos vivos","0,3 internações por mil habitantes","49 estabelecimentos","155,018 km²","61,1 %","33,9 %","32,5 %","Mata Atlântica","Pertence","Capital Regional A (2A) - Município integrante do Arranjo Populacional de Aracaju/SE","Arranjo Populacional do Recife/PE - Metrópole (1C)","Aracaju","Aracaju","Leste Sergipano","Aracaju"
"2805604","PR","porto-da-folha","https://cidades.ibge.gov.br/brasil/se/porto-da-folha","porto-folhense","28.788 pessoas","27.146 pessoas","30,94 hab/km² hab/km²","2,1 salários mínimos","1.818 pessoas","6,4 %","56,7 %","97,1 %","4,0","3,4","4.882 matrículas","908 matrículas","292 docentes","78 docentes","29 escolas","9 escolas","9.178,86 R$","96 %","0,568","51.511,30 R$ (×1000)","48.463,11 R$ (×1000)","29,85 óbitos por mil nascidos vivos","0,1 internações por mil habitantes","16 estabelecimentos","878,043 km²","36,1 %","38 %","13,6 %","Caatinga","Não pertence","Centro Local (5)","Arranjo Populacional de Aracaju/SE - Capital Regional A (2A)","Itabaiana","Nossa Senhora da Glória","Sertão Sergipano","Sergipana do Sertão do São Francisco"
"2805802","PR","riachao-do-dantas","https://cidades.ibge.gov.br/brasil/se/riachao-do-dantas","riachãoense","19.813 pessoas","19.386 pessoas","36,48 hab/km² hab/km²","2,2 salários mínimos","1.035 pessoas","5,2 %","56,3 %","94,4 %","4,3","3,4","2.907 matrículas","661 matrículas","194 docentes","31 docentes","34 escolas","2 escolas","13.472,86 R$","94,1 %","0,539","40.772,04 R$ (×1000)","37.984,50 R$ (×1000)","18,12 óbitos por mil nascidos vivos","0,2 internações por mil habitantes","13 estabelecimentos","530,607 km²","3,7 %","46,2 %","13,7 %","Caatinga;Mata Atlântica","Não pertence","Centro Local (5)","Lagarto - Centro Subregional B (3B)","Itabaiana","Lagarto","Agreste Sergipano","Agreste de Lagarto"
